True_X,True_Y,Pred_X,Pred_Y
4.25325634765625,1.6321734619140624,4.2372293,1.6413331
4.2371513671875,1.6466280517578125,4.2579155,1.6715859
4.225083984375,1.6577208251953126,4.213246,1.6733831
4.21563134765625,1.6660455322265626,4.195767,1.7064438
4.20432958984375,1.6757642822265626,4.178235,1.6887739
4.19334130859375,1.685725341796875,4.176491,1.7059748
4.18452001953125,1.69422021484375,4.1473203,1.708575
4.17414892578125,1.7044400634765624,4.131769,1.719458
4.16594091796875,1.7130911865234375,4.1483536,1.7353919
4.15632666015625,1.7237001953125,4.118145,1.7391692
4.1470546875,1.734675048828125,4.1174207,1.7808775
4.139484375,1.7441907958984375,4.114515,1.7627138
4.13063916015625,1.75580517578125,4.0845656,1.7661226
4.1236376953125,1.76574169921875,4.0869946,1.7675567
4.11512060546875,1.7776036376953126,4.0650454,1.7860844
4.10847314453125,1.787906982421875,4.060074,1.8061013
4.100564453125,1.8007032470703126,4.076482,1.8297708
4.094148681640625,1.8111890869140623,4.040357,1.8224007
4.088112060546875,1.821724365234375,4.046236,1.8314368
4.081201171875,1.834626220703125,4.047017,1.8379241
4.075051025390625,1.8474681396484376,4.062103,1.8558564
4.0697685546875,1.858693237304688,4.014482,1.8528392
4.063907958984375,1.8721318359375,4.0546765,1.8773888
4.059084228515625,1.88355029296875,4.0421276,1.8837559
4.05474462890625,1.8945584716796875,4.0172796,1.894755
4.04972265625,1.908402587890625,4.014109,1.9049715
4.044902587890625,1.9220997314453123,4.014944,1.9273219
4.04135595703125,1.933431396484375,3.9750853,1.9418631
4.03720166015625,1.9472188720703123,4.0065985,1.948272
4.0344296875,1.9589573974609376,3.9938295,1.9730179
4.03176953125,1.9729034423828125,3.9826093,1.9879199
4.0292080078125,1.9846837158203128,3.9997404,1.9937075
4.027009521484375,1.9998935546875,4.013577,2.010111
4.025067138671875,2.0135419921875,3.9748585,2.0282972
4.022537841796875,2.0315433349609373,3.9611213,2.0490816
4.020891357421875,2.0467156982421875,3.9739478,2.0705564
4.01882275390625,2.0622890625,3.9569504,2.0872328
4.015802734375,2.0814951171875,3.9851153,2.1023273
4.012856201171875,2.10100146484375,3.9866953,2.1353714
4.010060546875,2.11953955078125,3.972454,2.1502163
4.007755615234375,2.134904296875,3.9672103,2.15973
4.004863525390625,2.152743896484375,3.9730515,2.1790385
4.00293359375,2.167505859375,3.9752288,2.2070467
4.000346435546875,2.185216064453125,3.9631097,2.2249384
3.99737744140625,2.202457275390625,4.0158267,2.2489457
